,0,1,2
0,10000,1,17806615
1,12000,1,21024174
2,13000,1,23036256
3,14000,1,25362856
4,15000,1,26513837
5,10000,1,17703744
6,12000,1,21797494
7,13000,1,23353024
8,14000,1,25090024
9,15000,1,26530692
10,10000,1,17657643
11,12000,1,21087990
12,13000,1,22478828
13,14000,1,24602047
14,15000,1,27799413
15,10000,1,17731234
16,12000,1,20873799
17,13000,1,22808335
18,14000,1,24637605
19,15000,1,26527554
20,10000,1,17833099
21,12000,1,21119685
22,13000,1,23015556
23,14000,1,24588107
24,15000,1,26436847
